satellite,UT Date,UT time,Sat(lon) [deg],Sat(lat) [deg],Sat(alt) [km],Sat(Azimuth) [deg],Sat(Elevation),[deg] SatRA[hr],SatDEC[deg],SunRA[hr],SunDEC[deg],SunZenithAngle[deg],SatAngularSpeed [arcsecs/sec]
ONEWEB-0198,2021-05-07,22:46:30,-80.744844,-6.949335,21786.95,335.089,59.128,08h16m31.866s,000:41:43.495,3.0087070,17.0782947,099.738,2591.342
ONEWEB-0198,2021-05-07,22:47:30,-79.354123,-43.058328,21811.95,204.328,70.166,08h20m42.247s,-46:46:28.931,3.0087520,17.0784832,099.950,7873.543
ONEWEB-0198,2021-05-07,22:56:30,-83.157566,-9.623303,21768.24,326.804,60.859,08h14m29.871s,-04:01:3.739,3.0091568,17.0801800,101.858,2672.527
ONEWEB-0198,2021-05-07,22:57:30,-81.679460,-45.715606,21791.51,204.632,66.192,08h17m6.528s,-50:02:39.859,3.0092018,17.0803686,102.071,7337.246
ONEWEB-0198,2021-05-07,23:06:30,-85.571686,-12.217735,21748.57,317.864,61.967,08h12m25.077s,-07:14:34.007,3.0096066,17.0820651,103.988,2779.405
ONEWEB-0198,2021-05-07,23:07:30,-83.992661,-48.294699,21770.81,204.525,62.384,08h13m2.461s,-53:09:38.122,3.0096516,17.0822536,104.202,6800.390
ONEWEB-0198,2021-05-07,23:16:30,-87.986930,-14.732451,21728.24,308.621,62.421,08h10m17.204s,-10:21:43.487,3.0100564,17.0839500,106.127,2906.267
ONEWEB-0198,2021-05-07,23:17:30,-86.291988,-50.794607,21750.03,204.159,58.750,08h08m25.206s,-56:07:7.504,3.0101014,17.0841385,106.342,6271.575
ONEWEB-0198,2021-05-07,23:26:30,-90.403127,-17.165765,21707.65,299.495,62.235,08h08m6.071s,-13:21:57.890,3.0105062,17.0858347,108.274,3038.949
ONEWEB-0198,2021-05-07,23:27:30,-88.575611,-53.212876,21729.26,203.618,55.295,08h03m9.183s,-58:54:48.413,3.0105512,17.0860231,108.489,5767.711
ONEWEB-0198,2021-05-07,23:36:30,-92.820181,-19.515284,21687.24,290.875,61.470,08h05m51.617s,-16:14:43.333,3.0109561,17.0877191,110.428,3159.921
ONEWEB-0198,2021-05-07,23:37:30,-90.841555,-55.546517,21708.51,202.953,52.023,07h57m8.043s,-61:32:21.336,3.0110011,17.0879075,110.644,5305.699
ONEWEB-0198,2021-05-07,23:46:30,-95.238037,-21.778806,21667.34,283.023,60.220,08h03m33.904s,-18:59:30.685,3.0114059,17.0896033,112.588,3254.914
ONEWEB-0198,2021-05-07,23:47:30,-93.087596,-57.793007,21687.73,202.199,48.936,07h50m14.668s,-63:59:30.468,3.0114509,17.0897917,112.804,4896.479
ONEWEB-0187,2021-05-07,22:45:30,-85.436223,-30.492700,1156.41,260.840,30.052,04h39m5.997s,-21:26:1.963,3.0086620,17.0781062,099.526,0891.187
ONEWEB-0219,2021-05-07,22:45:30,-80.935781,-9.148852,3849.75,332.424,38.613,07h36m11.656s,017:28:45.504,3.0086620,17.0781062,099.526,2294.680
ONEWEB-0219,2021-05-07,22:46:30,-79.991093,-36.554064,3855.76,224.458,62.793,07h17m5.727s,-45:57:47.496,3.0087070,17.0782947,099.738,6638.439
ONEWEB-0219,2021-05-07,22:59:30,-83.530756,-31.236133,3841.45,256.690,61.350,07h06m45.458s,-31:38:36.624,3.0092917,17.0807456,102.496,4849.895
ONEWEB-0219,2021-05-07,23:12:30,-87.045386,-25.812195,3827.45,279.467,53.080,06h58m47.023s,-17:41:32.990,3.0098765,17.0831961,105.271,3611.808
ONEWEB-0219,2021-05-07,23:13:30,-85.545205,-53.130547,3837.10,200.364,31.684,04h26m36.376s,-72:21:15.196,3.0099215,17.0833846,105.485,4916.726
ONEWEB-0219,2021-05-07,23:25:30,-90.542038,-20.284153,3813.80,291.978,42.418,06h51m54.291s,-05:02:44.620,3.0104613,17.0856462,108.059,2884.142
ONEWEB-0219,2021-05-07,23:26:30,-89.296226,-47.622132,3822.46,212.934,36.554,05h21m22.778s,-61:34:27.870,3.0105062,17.0858347,108.274,4755.713
ONEWEB-0219,2021-05-07,23:38:30,-94.026395,-14.653263,3800.55,299.071,31.863,06h45m26.721s,005:53:49.385,3.0110460,17.0880959,110.859,2418.144
ONEWEB-0219,2021-05-07,23:39:30,-92.960490,-42.007543,3807.94,228.692,38.760,05h46m52.279s,-49:01:57.118,3.0110910,17.0882844,111.075,4242.993
ONEWEB-0219,2021-05-07,23:52:30,-96.565067,-36.286777,3793.55,245.324,37.317,06h00m30.244s,-35:51:44.481,3.0116758,17.0907337,113.887,3606.429
ONEWEB-0204,2021-05-07,22:41:30,-84.674764,-26.229224,1168.91,280.397,30.610,05h07m42.547s,-06:31:12.814,3.0084821,17.0773520,098.682,0824.856
ONEWEB-0204,2021-05-07,22:42:30,-84.774070,-29.548937,1170.13,265.184,31.907,04h49m30.744s,-18:42:59.159,3.0085271,17.0775405,098.893,0916.094
ONEWEB-0204,2021-05-07,22:43:30,-84.863185,-32.866241,1171.40,249.885,30.870,04h26m7.656s,-30:35:13.762,3.0085720,17.0777291,099.104,0920.053
ONEWEB-0182,2021-05-07,22:38:30,-78.208636,-19.549192,10480.74,323.268,71.134,08h12m36.918s,-13:36:7.837,3.0083471,17.0767863,098.049,2919.698
ONEWEB-0182,2021-05-07,22:39:30,-76.658205,-50.752035,10492.90,190.084,55.789,08h10m55.900s,-62:27:14.517,3.0083921,17.0769748,098.260,8043.912
ONEWEB-0182,2021-05-07,22:49:30,-81.646602,-1.595882,10464.65,337.382,44.950,08h04m29.318s,013:03:33.985,3.0088419,17.0788603,100.373,2301.395
ONEWEB-0182,2021-05-07,22:50:30,-80.617651,-32.840900,10467.94,244.603,75.286,08h06m0.531s,-34:31:43.120,3.0088869,17.0790489,100.585,5856.752
ONEWEB-0182,2021-05-07,22:51:30,-77.959024,-63.972472,10483.86,185.530,37.530,07h23m11.919s,-80:30:10.288,3.0089319,17.0792374,100.797,4206.499
ONEWEB-0182,2021-05-07,23:01:30,-84.167448,-14.805628,10447.60,316.421,60.069,08h00m34.242s,-06:08:36.923,3.0093817,17.0811226,102.922,2741.097
ONEWEB-0182,2021-05-07,23:02:30,-82.819085,-46.010074,10457.33,206.226,59.767,07h52m25.991s,-54:39:54.799,3.0094267,17.0813111,103.135,6611.738
ONEWEB-0182,2021-05-07,23:12:30,-87.595534,3.327851,10433.91,330.710,35.737,07h52m45.853s,019:28:33.117,3.0098765,17.0831961,105.271,2182.334
ONEWEB-0182,2021-05-07,23:13:30,-86.628465,-27.906705,10433.71,271.655,67.701,07h53m38.336s,-26:12:38.468,3.0099215,17.0833846,105.485,4029.087
ONEWEB-0182,2021-05-07,23:14:30,-84.519367,-59.050374,10447.84,193.688,42.536,07h11m49.622s,-72:43:8.113,3.0099664,17.0835731,105.699,4915.632
ONEWEB-0182,2021-05-07,23:24:30,-90.132052,-9.689695,10415.52,313.138,48.854,07h49m43.317s,001:28:5.992,3.0104163,17.0854578,107.844,2517.550
ONEWEB-0182,2021-05-07,23:25:30,-88.942047,-40.892666,10422.29,227.063,60.324,07h40m16.392s,-45:54:36.775,3.0104613,17.0856462,108.059,5210.196
ONEWEB-0182,2021-05-07,23:36:30,-92.633870,-22.605780,10400.30,283.553,57.438,07h43m33.858s,-17:30:41.017,3.0109561,17.0877191,110.428,3170.294
ONEWEB-0182,2021-05-07,23:37:30,-90.919757,-53.756994,10412.58,205.296,46.195,07h08m47.190s,-63:57:31.330,3.0110011,17.0879075,110.644,4743.650
ONEWEB-0182,2021-05-07,23:47:30,-96.103937,-4.213005,10383.78,311.294,37.825,07h39m49.889s,008:59:6.031,3.0114509,17.0897917,112.804,2308.794
ONEWEB-0182,2021-05-07,23:48:30,-95.034137,-35.411733,10387.94,247.010,56.494,07h31m56.349s,-36:30:26.260,3.0114959,17.0899801,113.021,4016.389
ONEWEB-0182,2021-05-07,23:49:30,-91.990291,-66.487568,10403.72,193.188,31.718,05h13m33.401s,-78:24:19.671,3.0115409,17.0901685,113.237,3555.040
ONEWEB-0186,2021-05-07,22:36:30,-78.381304,-12.960166,6932.88,334.791,57.215,08h03m4.899s,001:01:6.402,3.0082572,17.0764091,097.628,2582.859
ONEWEB-0186,2021-05-07,22:37:30,-77.238425,-42.189860,6935.95,200.416,63.875,07h58m47.874s,-52:57:42.976,3.0083022,17.0765977,097.838,8072.427
ONEWEB-0186,2021-05-07,22:48:30,-81.774847,-2.540248,6919.91,336.458,39.686,07h53m2.579s,017:44:10.527,3.0087969,17.0786718,100.161,2211.363
ONEWEB-0186,2021-05-07,22:49:30,-80.840368,-31.782999,6919.41,251.330,72.756,07h51m9.928s,-33:16:43.006,3.0088419,17.0788603,100.373,5479.591
ONEWEB-0186,2021-05-07,22:50:30,-78.658205,-60.935326,6926.95,187.255,34.671,06h06m11.979s,-81:48:56.605,3.0088869,17.0790489,100.585,4472.310
ONEWEB-0186,2021-05-07,23:01:30,-84.325840,-21.269180,6903.89,299.876,62.584,07h44m36.882s,-13:27:29.085,3.0093817,17.0811226,102.922,3204.484
ONEWEB-0186,2021-05-07,23:02:30,-82.882302,-50.457431,6909.53,200.020,48.296,07h09m57.690s,-65:30:21.757,3.0094267,17.0813111,103.135,6052.329
ONEWEB-0186,2021-05-07,23:13:30,-87.751122,-10.652658,6889.92,315.926,46.076,07h37m38.457s,004:48:37.823,3.0099215,17.0833846,105.485,2478.416
ONEWEB-0186,2021-05-07,23:14:30,-86.668734,-39.864053,6892.38,226.781,58.718,07h20m59.973s,-46:40:9.480,3.0099664,17.0835731,105.699,5402.244
ONEWEB-0186,2021-05-07,23:25:30,-91.151608,0.060013,6877.81,322.671,30.293,07h29m16.196s,020:42:18.599,3.0104613,17.0856462,108.059,2093.015
ONEWEB-0186,2021-05-07,23:26:30,-90.250586,-29.160834,6876.10,265.520,58.339,07h23m6.909s,-26:48:34.442,3.0105062,17.0858347,108.274,3819.663
ONEWEB-0186,2021-05-07,23:27:30,-88.313080,-58.301310,6883.03,197.730,35.464,05h37m25.023s,-73:50:3.865,3.0105512,17.0860231,108.489,4292.704
ONEWEB-0186,2021-05-07,23:38:30,-93.727534,-18.353705,6861.19,292.261,47.297,07h21m24.740s,-07:42:28.875,3.0110460,17.0880959,110.859,2775.418
ONEWEB-0186,2021-05-07,23:39:30,-92.410732,-47.527266,6865.64,216.579,45.488,06h39m5.269s,-57:05:11.035,3.0110910,17.0882844,111.075,4542.214
ONEWEB-0186,2021-05-07,23:50:30,-97.152479,-7.449079,6847.88,305.939,33.143,07h16m57.385s,009:21:9.464,3.0115858,17.0903569,113.453,2252.398
ONEWEB-0186,2021-05-07,23:51:30,-96.140025,-36.642454,6848.80,244.235,49.099,06h57m38.996s,-38:06:55.572,3.0116308,17.0905453,113.670,3824.023
ONEWEB-0220,2021-05-07,22:35:30,-78.133618,-0.932345,15543.42,344.657,50.090,08h15m43.332s,009:34:15.791,3.0082122,17.0762206,097.418,2380.154
ONEWEB-0220,2021-05-07,22:36:30,-76.998676,-34.518912,15539.71,223.747,79.473,08h20m31.533s,-36:29:20.801,3.0082572,17.0764091,097.628,7465.741
ONEWEB-0220,2021-05-07,22:37:30,-73.551780,-68.011000,15549.53,181.688,37.954,08h24m56.196s,-81:08:13.519,3.0083022,17.0765977,097.838,3546.021
ONEWEB-0220,2021-05-07,22:46:30,-80.589854,-9.282051,15521.96,333.156,59.520,08h13m29.229s,-01:26:7.268,3.0087070,17.0782947,099.738,2550.932
ONEWEB-0220,2021-05-07,22:47:30,-79.263407,-42.849898,15522.45,204.504,68.716,08h15m50.620s,-47:58:14.351,3.0087520,17.0784832,099.950,7738.820
ONEWEB-0220,2021-05-07,22:57:30,-83.034805,-17.539628,15501.67,313.384,67.300,08h10m44.809s,-12:36:55.618,3.0092018,17.0803686,102.071,2926.317
ONEWEB-0220,2021-05-07,22:58:30,-81.381295,-51.081950,15505.76,197.137,57.850,08h08m10.720s,-58:58:15.349,3.0092467,17.0805571,102.284,6997.856
ONEWEB-0220,2021-05-07,23:07:30,-86.480939,7.860014,15491.77,335.283,36.367,08h03m8.677s,020:27:57.994,3.0096516,17.0822536,104.202,2241.837
ONEWEB-0220,2021-05-07,23:08:30,-85.453578,-25.704251,15482.46,281.696,71.028,08h07m11.794s,-23:48:15.354,3.0096966,17.0824421,104.416,3829.194
ONEWEB-0220,2021-05-07,23:09:30,-83.232189,-59.213433,15489.49,192.384,47.491,07h53m16.090s,-69:21:14.178,3.0097415,17.0826306,104.629,5541.705
ONEWEB-0220,2021-05-07,23:18:30,-88.948032,-0.220576,15468.82,325.801,44.087,08h01m33.652s,010:20:34.237,3.0101464,17.0843270,106.556,2373.346
ONEWEB-0220,2021-05-07,23:19:30,-87.826605,-33.774751,15464.27,248.429,68.658,08h02m20.899s,-34:49:24.750,3.0101914,17.0845154,106.771,4870.791
ONEWEB-0220,2021-05-07,23:20:30,-84.533156,-67.239433,15473.55,188.466,37.784,07h13m14.040s,-78:54:57.779,3.0102363,17.0847039,106.985,4046.658
ONEWEB-0220,2021-05-07,23:29:30,-91.418077,-8.212213,15447.03,313.109,50.710,07h59m25.095s,000:01:44.978,3.0106412,17.0864000,108.919,2558.913
ONEWEB-0220,2021-05-07,23:30:30,-90.124699,-41.749321,15447.02,226.306,62.086,07h55m19.716s,-45:30:16.986,3.0106862,17.0865885,109.135,5252.715
ONEWEB-0220,2021-05-07,23:40:30,-93.879691,-16.112510,15426.50,296.612,55.457,07h56m33.037s,-10:21:37.613,3.0111360,17.0884728,111.291,2843.387
ONEWEB-0220,2021-05-07,23:41:30,-92.299094,-49.625539,15430.52,212.783,53.984,07h44m22.469s,-55:42:5.544,3.0111810,17.0886612,111.507,5030.544
ONEWEB-0220,2021-05-07,23:51:30,-96.320431,-23.918767,15407.20,277.083,57.496,07h52m41.795s,-20:41:31.904,3.0116308,17.0905453,113.670,3230.400
ONEWEB-0220,2021-05-07,23:52:30,-94.258134,-57.400486,15414.47,203.571,45.616,07h25m19.836s,-65:16:26.865,3.0116758,17.0907337,113.887,4467.964
ONEWEB-0165,2021-05-07,22:34:30,-77.155568,-31.592416,8270.63,245.581,79.387,08h08m28.332s,-33:04:55.787,3.0081672,17.0760320,097.207,6317.114
ONEWEB-0165,2021-05-07,22:35:30,-74.889515,-61.440572,8287.58,183.727,37.533,07h39m37.641s,-81:07:34.479,3.0082122,17.0762206,097.418,4480.997
ONEWEB-0165,2021-05-07,22:45:30,-81.196026,0.425367,8248.43,339.498,38.894,07h58m11.309s,019:17:34.678,3.0086620,17.0781062,099.526,2184.025
ONEWEB-0165,2021-05-07,22:46:30,-80.265649,-29.542628,8254.62,265.693,75.359,07h59m29.286s,-29:14:24.861,3.0087070,17.0782947,099.738,4939.325
ONEWEB-0165,2021-05-07,22:47:30,-78.202614,-59.394813,8271.17,187.495,39.945,07h17m38.986s,-77:38:36.660,3.0087520,17.0784832,099.950,5150.585
ONEWEB-0165,2021-05-07,22:57:30,-84.283694,2.565594,8233.63,335.441,34.640,07h50m42.686s,022:06:8.949,3.0092018,17.0803686,102.071,2124.621
ONEWEB-0165,2021-05-07,22:58:30,-83.376105,-27.397930,8238.75,276.410,70.224,07h51m22.137s,-25:12:52.004,3.0092467,17.0805571,102.284,4135.594
ONEWEB-0165,2021-05-07,22:59:30,-81.492983,-57.253398,8254.92,192.051,42.169,07h05m51.927s,-73:48:39.074,3.0092917,17.0807456,102.496,5334.099
ONEWEB-0165,2021-05-07,23:09:30,-87.375035,4.800302,8218.83,332.058,30.261,07h43m23.101s,024:52:19.502,3.0097415,17.0826306,104.629,2063.016
ONEWEB-0165,2021-05-07,23:10:30,-86.486920,-25.158391,8222.92,282.542,64.614,07h44m3.432s,-21:03:43.347,3.0097865,17.0828191,104.843,3615.936
ONEWEB-0165,2021-05-07,23:11:30,-84.763004,-55.016724,8238.72,197.456,44.078,06h59m5.505s,-69:40:22.888,3.0098315,17.0830076,105.057,5251.791
ONEWEB-0165,2021-05-07,23:22:30,-89.598169,-22.823212,8207.04,286.375,58.797,07h37m28.913s,-16:50:18.026,3.0103263,17.0850808,107.414,3244.961
ONEWEB-0165,2021-05-07,23:23:30,-88.014934,-52.684443,8222.45,203.707,45.526,06h55m4.402s,-65:15:31.864,3.0103713,17.0852693,107.629,5023.597
ONEWEB-0165,2021-05-07,23:34:30,-92.709988,-20.391096,8191.06,288.950,52.908,07h31m33.949s,-12:35:39.115,3.0108661,17.0873422,109.997,2960.896
ONEWEB-0165,2021-05-07,23:35:30,-91.250866,-50.255579,8205.97,210.701,46.359,06h52m41.528s,-60:35:47.679,3.0109111,17.0875306,110.212,4711.379
ONEWEB-0165,2021-05-07,23:46:30,-95.822555,-17.860836,8175.04,290.786,47.029,07h26m13.808s,-08:22:27.991,3.0114059,17.0896033,112.588,2732.891
ONEWEB-0165,2021-05-07,23:47:30,-94.472687,-47.728931,8189.26,218.211,46.442,06h51m20.151s,-55:43:10.941,3.0114509,17.0897917,112.804,4354.674
ONEWEB-0199,2021-05-07,22:36:30,-83.277631,-25.853888,1122.89,283.957,32.592,05h15m47.965s,-04:56:23.148,3.0082572,17.0764091,097.628,0884.259
ONEWEB-0199,2021-05-07,22:37:30,-83.376589,-29.205497,1124.27,267.166,34.390,04h56m53.581s,-18:10:44.367,3.0083022,17.0765977,097.838,1013.207
ONEWEB-0199,2021-05-07,22:38:30,-83.465389,-32.554507,1125.72,250.059,33.300,04h32m8.754s,-31:10:3.407,3.0083471,17.0767863,098.049,1028.526
ONEWEB-0203,2021-05-07,22:38:30,-79.146619,-6.045639,16086.33,339.449,56.474,08h13m39.543s,002:35:4.972,3.0083471,17.0767863,098.049,2476.042
ONEWEB-0203,2021-05-07,22:39:30,-77.910249,-39.784128,16098.36,207.387,73.250,08h17m31.625s,-43:39:43.044,3.0083921,17.0769748,098.260,7987.361
ONEWEB-0203,2021-05-07,22:40:30,-73.003646,-73.358473,16121.29,180.936,31.964,08h02m53.373s,-87:08:11.721,3.0084371,17.0771634,098.471,2941.936
ONEWEB-0203,2021-05-07,22:49:30,-81.535715,-16.020540,16068.47,320.716,67.117,08h11m28.579s,-10:44:47.530,3.0088419,17.0788603,100.373,2807.323
ONEWEB-0203,2021-05-07,22:50:30,-79.959046,-49.720762,16085.74,196.358,60.292,08h11m33.267s,-57:00:41.012,3.0088869,17.0790489,100.585,7472.675
ONEWEB-0203,2021-05-07,22:59:30,-84.914305,7.850636,16049.24,337.551,37.457,08h04m1.878s,020:07:44.086,3.0092917,17.0807456,102.496,2256.170
ONEWEB-0203,2021-05-07,23:00:30,-83.889712,-25.896495,16052.50,282.920,73.134,08h08m23.078s,-24:12:26.871,3.0093367,17.0809341,102.709,3914.931
ONEWEB-0203,2021-05-07,23:01:30,-81.651797,-59.547752,16073.41,190.699,47.823,07h58m24.441s,-69:37:52.733,3.0093817,17.0811226,102.922,5737.872
ONEWEB-0203,2021-05-07,23:10:30,-87.322572,-1.945860,16028.38,326.895,47.370,08h02m46.189s,007:51:13.845,3.0097865,17.0828191,104.843,2417.890
ONEWEB-0203,2021-05-07,23:11:30,-86.174214,-35.670589,16038.04,239.804,69.881,08h03m41.980s,-37:30:54.923,3.0098315,17.0830076,105.057,5397.199
ONEWEB-0203,2021-05-07,23:12:30,-82.483660,-69.256547,16060.85,186.376,36.160,07h10m28.897s,-81:14:21.903,3.0098765,17.0831961,105.271,3790.790
ONEWEB-0203,2021-05-07,23:21:30,-89.730183,-11.648486,16009.65,310.873,55.849,08h00m43.354s,-04:44:50.719,3.0102813,17.0848924,107.200,2683.233
ONEWEB-0203,2021-05-07,23:22:30,-88.331959,-45.340542,16024.67,215.982,60.789,07h55m58.180s,-50:23:52.382,3.0103263,17.0850808,107.414,5701.209
ONEWEB-0203,2021-05-07,23:32:30,-92.116006,-21.254609,15992.89,287.574,61.220,07h57m35.876s,-17:29:7.708,3.0107761,17.0869653,109.565,3183.823
ONEWEB-0203,2021-05-07,23:33:30,-90.249918,-54.904052,16011.95,203.191,50.286,07h41m25.885s,-62:37:17.425,3.0108211,17.0871538,109.781,5105.345
ONEWEB-0203,2021-05-07,23:42:30,-95.526187,2.947065,15971.84,319.305,36.805,07h52m27.687s,013:46:21.292,3.0112260,17.0888496,111.723,2305.973
ONEWEB-0203,2021-05-07,23:43:30,-94.453850,-30.761929,15977.85,259.878,61.645,07h52m50.824s,-30:07:58.109,3.0112710,17.0890380,111.939,3864.589
ONEWEB-0203,2021-05-07,23:44:30,-91.656673,-64.356698,15999.46,194.722,39.853,07h06m39.777s,-73:54:38.324,3.0113159,17.0892264,112.155,4122.195
ONEWEB-0194,2021-05-07,22:34:30,-77.395271,-24.475733,6905.82,307.182,75.446,08h05m23.751s,-19:50:37.303,3.0081672,17.0760320,097.207,3575.557
ONEWEB-0194,2021-05-07,22:35:30,-75.779018,-53.685624,6919.17,187.179,45.758,07h49m3.666s,-72:31:4.227,3.0082122,17.0762206,097.418,7417.232
ONEWEB-0194,2021-05-07,22:46:30,-80.827297,-14.081585,6889.02,326.170,57.044,07h55m56.190s,000:50:25.385,3.0087070,17.0782947,099.738,2658.459
ONEWEB-0194,2021-05-07,22:47:30,-79.650650,-43.328736,6899.42,204.555,60.586,07h45m27.198s,-54:34:55.542,3.0087520,17.0784832,099.950,7300.013
ONEWEB-0194,2021-05-07,22:58:30,-84.225964,-3.584172,6873.92,330.905,39.585,07h46m33.556s,016:05:47.877,3.0092467,17.0805571,102.284,2240.124
ONEWEB-0194,2021-05-07,22:59:30,-83.274727,-32.856412,6880.06,248.347,68.527,07h41m41.834s,-34:52:54.792,3.0092917,17.0807456,102.496,5249.029
ONEWEB-0194,2021-05-07,23:00:30,-80.977129,-62.003313,6895.16,188.735,32.732,05h11m34.814s,-81:46:51.384,3.0093367,17.0809341,102.709,4171.948
ONEWEB-0194,2021-05-07,23:11:30,-86.772623,-22.271176,6861.81,292.072,60.059,07h37m9.198s,-15:00:26.792,3.0098315,17.0830076,105.057,3267.757
ONEWEB-0194,2021-05-07,23:12:30,-85.278636,-51.468241,6874.76,202.018,45.621,06h51m21.637s,-66:10:58.311,3.0098765,17.0831961,105.271,5472.209
ONEWEB-0194,2021-05-07,23:23:30,-90.205236,-11.578375,6845.40,310.144,44.608,07h31m23.021s,003:20:20.462,3.0103713,17.0852693,107.629,2500.649
ONEWEB-0194,2021-05-07,23:24:30,-89.098347,-40.811819,6854.63,227.481,55.085,07h10m10.262s,-47:32:41.424,3.0104163,17.0854578,107.844,4999.445
ONEWEB-0194,2021-05-07,23:36:30,-92.697188,-30.040924,6835.56,262.198,54.722,07h15m27.904s,-27:49:14.248,3.0109561,17.0877191,110.428,3698.422
ONEWEB-0194,2021-05-07,23:37:30,-90.682935,-59.182913,6849.79,198.823,33.386,05h15m41.892s,-73:26:56.507,3.0110011,17.0879075,110.644,4012.218
ONEWEB-0194,2021-05-07,23:48:30,-96.183706,-19.162444,6818.12,287.757,44.641,07h15m27.892s,-08:48:57.631,3.0114959,17.0899801,113.021,2752.701
ONEWEB-0194,2021-05-07,23:49:30,-94.832863,-48.350573,6829.67,217.421,42.621,06h27m30.614s,-57:12:36.773,3.0115409,17.0901685,113.237,4221.894
ONEWEB-0193,2021-05-07,22:40:30,-79.685818,-12.890184,7257.30,331.131,56.851,07h59m12.202s,000:33:39.301,3.0084371,17.0771634,098.471,2582.674
ONEWEB-0193,2021-05-07,22:41:30,-78.547762,-42.199403,7259.15,203.952,63.617,07h53m12.443s,-52:19:51.024,3.0084821,17.0773520,098.682,7641.543
ONEWEB-0193,2021-05-07,22:52:30,-83.038335,-3.548387,7244.07,333.211,41.174,07h49m57.896s,015:24:19.560,3.0089769,17.0794259,101.009,2244.744
ONEWEB-0193,2021-05-07,22:53:30,-82.092547,-32.867639,7242.93,246.813,70.732,07h46m44.457s,-35:01:24.535,3.0090218,17.0796145,101.221,5478.863
ONEWEB-0193,2021-05-07,22:54:30,-79.795372,-62.099367,7249.24,187.717,33.718,05h41m49.062s,-82:04:23.979,3.0090668,17.0798030,101.434,4183.856
ONEWEB-0193,2021-05-07,23:05:30,-85.539115,-23.432605,7227.44,290.209,63.406,07h41m2.396s,-17:31:36.979,3.0095616,17.0818766,103.775,3419.703
ONEWEB-0193,2021-05-07,23:06:30,-83.988326,-52.695358,7232.43,198.950,45.412,06h57m27.700s,-67:59:51.009,3.0096066,17.0820651,103.988,5580.983
ONEWEB-0193,2021-05-07,23:17:30,-88.930930,-13.896047,7213.06,308.418,49.462,07h35m3.326s,-01:02:1.192,3.0101014,17.0841385,106.342,2621.864
ONEWEB-0193,2021-05-07,23:18:30,-87.765981,-43.179666,7215.67,219.877,54.837,07h12m41.047s,-51:41:47.878,3.0101464,17.0843270,106.556,5322.237
ONEWEB-0193,2021-05-07,23:29:30,-92.295832,-4.261540,7200.09,316.575,35.174,07h28m6.881s,013:44:9.284,3.0106412,17.0864000,108.919,2215.783
ONEWEB-0193,2021-05-07,23:30:30,-91.340513,-33.555777,7199.41,251.027,57.153,07h17m11.268s,-34:19:15.463,3.0106862,17.0865885,109.135,4148.119
ONEWEB-0193,2021-05-07,23:31:30,-88.968120,-62.759211,7205.90,194.298,30.646,04h32m57.275s,-77:35:10.580,3.0107312,17.0867769,109.350,3756.986
ONEWEB-0193,2021-05-07,23:42:30,-94.805413,-23.827443,7184.07,278.458,50.367,07h17m27.147s,-17:04:57.399,3.0112260,17.0888496,111.723,3079.185
ONEWEB-0193,2021-05-07,23:43:30,-93.235259,-53.063725,7188.93,208.413,39.909,06h13m20.292s,-64:26:14.619,3.0112710,17.0890380,111.939,4249.277
ONEWEB-0201,2021-05-07,22:45:30,-80.652240,-14.486710,4768.91,325.970,52.030,07h44m43.035s,003:28:40.410,3.0086620,17.0781062,099.526,2654.615
ONEWEB-0201,2021-05-07,22:46:30,-79.550149,-42.451262,4777.87,206.006,56.763,07h22m24.701s,-56:56:54.501,3.0087070,17.0782947,099.738,7203.426
ONEWEB-0201,2021-05-07,22:58:30,-83.824291,-16.796359,4756.21,313.095,52.111,07h31m53.299s,-01:04:8.527,3.0092467,17.0805571,102.284,2804.529
ONEWEB-0201,2021-05-07,22:59:30,-82.654406,-44.743999,4765.69,208.191,50.545,06h52m38.913s,-59:58:25.699,3.0092917,17.0807456,102.496,6294.943
ONEWEB-0201,2021-05-07,23:11:30,-86.998325,-19.001856,4743.62,300.972,50.688,07h19m17.128s,-05:19:33.301,3.0098315,17.0830076,105.057,2931.830
ONEWEB-0201,2021-05-07,23:12:30,-85.753720,-46.932249,4753.55,209.394,44.862,06h21m27.563s,-62:03:47.132,3.0098765,17.0831961,105.271,5505.824
ONEWEB-0201,2021-05-07,23:24:30,-90.174269,-21.104178,4731.13,290.380,48.086,07h07m5.588s,-09:12:20.591,3.0104163,17.0854578,107.844,3008.100
ONEWEB-0201,2021-05-07,23:25:30,-88.847869,-49.016853,4741.50,210.012,39.708,05h50m38.261s,-63:18:45.581,3.0104613,17.0856462,108.059,4848.217
ONEWEB-0201,2021-05-07,23:37:30,-93.352128,-23.103581,4718.74,281.546,44.705,06h55m29.272s,-12:39:10.770,3.0110011,17.0879075,110.644,3024.304
ONEWEB-0201,2021-05-07,23:38:30,-91.936760,-50.998117,4729.52,210.256,35.047,05h21m57.322s,-63:51:48.817,3.0110460,17.0880959,110.859,4316.465
ONEWEB-0201,2021-05-07,23:50:30,-96.531987,-24.999505,4706.38,274.327,40.897,06h44m37.618s,-15:38:38.025,3.0115858,17.0903569,113.453,2988.455
ONEWEB-0201,2021-05-07,23:51:30,-95.020472,-52.875772,4717.55,210.250,30.838,04h56m42.207s,-63:52:29.255,3.0116308,17.0905453,113.670,3891.736
